Fecha;Hora;Lectura Barométrica Actual F(Digits);Temperatura Actual T(°C);Presión Calculada P(kPa);Presión Calculada P(kPa) Corrgida;Presión Calculada (mca);Columna1;Elevación Piezométrica (msnm);Elevación Piezométrica (msnm) Corregida;Columna2
9/9/2024;3:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;4:30:00;5602,3;21,9;249,21;;25,41;25,41;814,41;;
9/9/2024;6:30:00;5602,2;21,9;249,33;;25,43;25,43;814,43;;
9/9/2024;7:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;8:30:00;5602,2;21,9;249,33;;25,43;25,43;814,43;;
9/9/2024;9:30:00;5602,3;21,9;249,21;;25,41;25,41;814,41;;
9/9/2024;10:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;11:30:00;5602,3;21,9;249,21;;25,41;25,41;814,41;;
9/9/2024;12:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;13:30:00;5602,6;21,9;248,86;;25,38;25,38;814,38;;
9/9/2024;14:30:00;5602,7;21,9;248,75;;25,37;25,37;814,37;;
9/9/2024;15:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;16:30:00;5602,7;21,9;248,75;;25,37;25,37;814,37;;
9/9/2024;17:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
9/9/2024;20:30:00;5602,6;21,9;248,86;;25,38;25,38;814,38;;
9/9/2024;21:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
9/9/2024;22:30:00;5602,4;21,9;249,1;;25,4;25,4;814,4;;
9/9/2024;23:30:00;5602,2;21,9;249,33;;25,43;25,43;814,43;;
10/9/2024;0:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
10/9/2024;1:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;2:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
10/9/2024;3:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;4:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
10/9/2024;5:30:00;5602,7;21,9;248,75;;25,37;25,37;814,37;;
10/9/2024;6:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
10/9/2024;7:30:00;5602,8;21,9;248,63;;25,35;25,35;814,35;;
10/9/2024;9:30:00;5602,7;21,9;248,75;;25,37;25,37;814,37;;
10/9/2024;10:30:00;5602,5;21,9;248,98;;25,39;25,39;814,39;;
10/9/2024;11:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;12:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;13:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
10/9/2024;14:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
10/9/2024;15:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
10/9/2024;16:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
10/9/2024;17:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
10/9/2024;18:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
10/9/2024;19:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;20:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
10/9/2024;23:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
11/9/2024;0:30:00;5602,8;21,9;248,63;;25,35;25,35;814,35;;
11/9/2024;1:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
11/9/2024;2:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
11/9/2024;3:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
11/9/2024;4:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
11/9/2024;5:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
11/9/2024;6:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
11/9/2024;7:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
11/9/2024;8:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
11/9/2024;9:30:00;5602,6;21,9;248,86;;25,38;25,38;814,38;;
11/9/2024;10:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
11/9/2024;13:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
11/9/2024;14:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
11/9/2024;15:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
11/9/2024;16:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
11/9/2024;17:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
11/9/2024;18:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
11/9/2024;19:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
11/9/2024;20:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
11/9/2024;21:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
11/9/2024;22:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
11/9/2024;23:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;0:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
12/9/2024;2:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;3:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
12/9/2024;4:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
12/9/2024;5:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
12/9/2024;6:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
12/9/2024;7:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
12/9/2024;8:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
12/9/2024;9:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
12/9/2024;10:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
12/9/2024;11:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
12/9/2024;12:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
12/9/2024;13:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;16:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
12/9/2024;17:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
12/9/2024;18:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
12/9/2024;19:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;20:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;21:30:00;5603,1;21,9;248,28;;25,32;25,32;814,32;;
12/9/2024;22:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
12/9/2024;23:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;0:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
13/9/2024;1:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;2:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
13/9/2024;5:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;6:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
13/9/2024;7:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
13/9/2024;8:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
13/9/2024;9:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
13/9/2024;10:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;11:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
13/9/2024;12:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;13:30:00;5602,9;21,9;248,52;;25,34;25,34;814,34;;
13/9/2024;14:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;15:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;16:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
13/9/2024;19:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
13/9/2024;20:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
13/9/2024;21:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
13/9/2024;22:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
13/9/2024;23:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
14/9/2024;0:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
14/9/2024;1:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
14/9/2024;2:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;3:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
14/9/2024;4:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
14/9/2024;5:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;8:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;9:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;10:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;11:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
14/9/2024;12:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;13:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
14/9/2024;14:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
14/9/2024;15:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
14/9/2024;16:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
14/9/2024;17:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
14/9/2024;18:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
14/9/2024;19:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
14/9/2024;22:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
14/9/2024;23:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
15/9/2024;0:30:00;5603,4;21,9;247,94;;25,28;25,28;814,28;;
15/9/2024;1:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;2:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
15/9/2024;3:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;4:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;5:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;6:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;7:30:00;5603,2;21,9;248,17;;25,31;25,31;814,31;;
15/9/2024;8:30:00;5603,3;21,9;248,05;;25,29;25,29;814,29;;
15/9/2024;9:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;11:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
15/9/2024;12:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
15/9/2024;13:30:00;5603;21,9;248,4;;25,33;25,33;814,33;;
15/9/2024;14:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
15/9/2024;15:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
15/9/2024;16:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
15/9/2024;17:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
15/9/2024;18:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
15/9/2024;19:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
15/9/2024;20:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
15/9/2024;21:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
15/9/2024;22:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;1:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
16/9/2024;2:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
16/9/2024;3:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
16/9/2024;4:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
16/9/2024;5:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
16/9/2024;6:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
16/9/2024;7:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;8:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;9:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
16/9/2024;10:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;11:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
16/9/2024;12:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
16/9/2024;14:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
16/9/2024;15:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;16:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
16/9/2024;17:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
16/9/2024;18:30:00;5603,5;21,9;247,82;;25,27;25,27;814,27;;
16/9/2024;19:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
16/9/2024;20:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
16/9/2024;21:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
16/9/2024;22:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
16/9/2024;23:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
17/9/2024;0:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
17/9/2024;1:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
17/9/2024;4:30:00;5603,7;21,9;247,59;;25,25;25,25;814,25;;
17/9/2024;5:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
17/9/2024;6:30:00;5603,6;21,9;247,7;;25,26;25,26;814,26;;
17/9/2024;7:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
17/9/2024;8:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
17/9/2024;9:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
17/9/2024;10:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
17/9/2024;11:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
17/9/2024;12:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
17/9/2024;13:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
17/9/2024;14:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
17/9/2024;15:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
17/9/2024;17:30:00;5603,8;21,9;247,47;;25,24;25,24;814,24;;
17/9/2024;18:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
17/9/2024;19:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
17/9/2024;20:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
17/9/2024;21:30:00;5604,2;21,9;247,01;;25,19;25,19;814,19;;
17/9/2024;22:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
17/9/2024;23:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
18/9/2024;0:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
18/9/2024;1:30:00;5604,2;21,9;247,01;;25,19;25,19;814,19;;
18/9/2024;2:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
18/9/2024;3:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
18/9/2024;4:30:00;5603,9;21,9;247,36;;25,22;25,22;814,22;;
18/9/2024;7:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
18/9/2024;8:30:00;5604;21,9;247,24;;25,21;25,21;814,21;;
18/9/2024;9:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
18/9/2024;10:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
18/9/2024;11:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
18/9/2024;12:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
18/9/2024;13:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
18/9/2024;14:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
18/9/2024;15:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
18/9/2024;16:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
18/9/2024;17:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
18/9/2024;18:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
18/9/2024;20:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
18/9/2024;21:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
18/9/2024;22:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
18/9/2024;23:30:00;5604,8;21,9;246,31;;25,12;25,12;814,12;;
19/9/2024;0:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
19/9/2024;1:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
19/9/2024;2:30:00;5604,1;21,9;247,12;;25,2;25,2;814,2;;
19/9/2024;3:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
19/9/2024;4:30:00;5604,2;21,9;247,01;;25,19;25,19;814,19;;
19/9/2024;5:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
19/9/2024;6:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
19/9/2024;7:30:00;5604,2;21,9;247,01;;25,19;25,19;814,19;;
19/9/2024;10:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
19/9/2024;11:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
19/9/2024;12:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
19/9/2024;13:30:00;5604,5;21,9;246,66;;25,15;25,15;814,15;;
19/9/2024;14:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
19/9/2024;15:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
19/9/2024;16:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
19/9/2024;17:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
19/9/2024;18:30:00;5604,5;21,9;246,66;;25,15;25,15;814,15;;
19/9/2024;19:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
19/9/2024;20:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
19/9/2024;21:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
19/9/2024;23:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;0:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;1:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;2:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;3:30:00;5604,8;21,9;246,31;;25,12;25,12;814,12;;
20/9/2024;4:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
20/9/2024;5:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
20/9/2024;6:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
20/9/2024;7:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
20/9/2024;8:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
20/9/2024;9:30:00;5604,3;21,9;246,89;;25,18;25,18;814,18;;
20/9/2024;10:30:00;5604,4;21,9;246,78;;25,16;25,16;814,16;;
20/9/2024;13:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
20/9/2024;14:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
20/9/2024;15:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
20/9/2024;16:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
20/9/2024;17:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
20/9/2024;18:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
20/9/2024;19:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
20/9/2024;20:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;21:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
20/9/2024;22:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
20/9/2024;23:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
21/9/2024;0:30:00;5604,8;21,9;246,31;;25,12;25,12;814,12;;
21/9/2024;1:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;2:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
21/9/2024;5:30:00;5604,8;21,9;246,31;;25,12;25,12;814,12;;
21/9/2024;6:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
21/9/2024;7:30:00;5604,6;21,9;246,54;;25,14;25,14;814,14;;
21/9/2024;8:30:00;5604,7;21,9;246,43;;25,13;25,13;814,13;;
21/9/2024;9:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
21/9/2024;10:30:00;5605;21,9;246,08;;25,09;25,09;814,09;;
21/9/2024;11:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
21/9/2024;12:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
21/9/2024;13:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;14:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;15:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;16:30:00;5605,3;21,9;245,73;;25,06;25,06;814,06;;
21/9/2024;19:30:00;5604,8;21,9;246,31;;25,12;25,12;814,12;;
21/9/2024;20:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
21/9/2024;21:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;22:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
21/9/2024;23:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;0:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
22/9/2024;1:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;2:30:00;5605,3;21,9;245,73;;25,06;25,06;814,06;;
22/9/2024;3:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
22/9/2024;4:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
22/9/2024;5:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;8:30:00;5604,9;21,9;246,2;;25,11;25,11;814,11;;
22/9/2024;9:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
22/9/2024;10:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;11:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;12:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;13:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
22/9/2024;14:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
22/9/2024;15:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
22/9/2024;16:30:00;5605,8;21,9;245,15;;25;25;814;;
22/9/2024;17:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
22/9/2024;18:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
22/9/2024;19:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
22/9/2024;22:30:00;5605,1;21,9;245,96;;25,08;25,08;814,08;;
22/9/2024;23:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
23/9/2024;0:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
23/9/2024;1:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
23/9/2024;2:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
23/9/2024;3:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
23/9/2024;4:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
23/9/2024;5:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
23/9/2024;6:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
23/9/2024;7:30:00;5605,3;21,9;245,73;;25,06;25,06;814,06;;
23/9/2024;8:30:00;5605,2;21,9;245,85;;25,07;25,07;814,07;;
23/9/2024;11:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
23/9/2024;12:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
23/9/2024;13:30:00;5606,1;21,9;244,8;;24,96;24,96;813,96;;
23/9/2024;14:30:00;5605,8;21,9;245,15;;25;25;814;;
23/9/2024;15:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
23/9/2024;16:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
23/9/2024;17:30:00;5605,8;21,9;245,15;;25;25;814;;
23/9/2024;18:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
23/9/2024;19:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
23/9/2024;20:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
23/9/2024;21:30:00;5605,8;21,9;245,15;;25;25;814;;
23/9/2024;22:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
24/9/2024;1:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
24/9/2024;2:30:00;5605,8;21,9;245,15;;25;25;814;;
24/9/2024;3:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
24/9/2024;4:30:00;5605,8;21,9;245,15;;25;25;814;;
24/9/2024;5:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
24/9/2024;6:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
24/9/2024;7:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
24/9/2024;8:30:00;5605,4;21,9;245,62;;25,05;25,05;814,05;;
24/9/2024;9:30:00;5605,5;21,9;245,5;;25,03;25,03;814,03;;
24/9/2024;10:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
24/9/2024;11:30:00;5605,8;21,9;245,15;;25;25;814;;
24/9/2024;14:30:00;5606,1;21,9;244,8;;24,96;24,96;813,96;;
24/9/2024;15:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
24/9/2024;16:30:00;5606,2;21,9;244,69;;24,95;24,95;813,95;;
24/9/2024;17:30:00;5606,1;21,9;244,8;;24,96;24,96;813,96;;
24/9/2024;18:30:00;5606,2;21,9;244,69;;24,95;24,95;813,95;;
24/9/2024;19:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
24/9/2024;20:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
24/9/2024;21:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
24/9/2024;22:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
24/9/2024;23:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
25/9/2024;0:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
25/9/2024;1:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
25/9/2024;4:30:00;5606;21,9;244,92;;24,98;24,98;813,98;;
25/9/2024;5:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
25/9/2024;6:30:00;5605,9;21,9;245,04;;24,99;24,99;813,99;;
25/9/2024;7:30:00;5605,8;21,9;245,15;;25;25;814;;
25/9/2024;8:30:00;5605,7;21,9;245,27;;25,01;25,01;814,01;;
25/9/2024;9:30:00;5605,6;21,9;245,38;;25,02;25,02;814,02;;
